"CÃ³digo Completo";"Familia";"Referencia";"VersiÃ³n";"Color";"Nombre SAP";"Nombre Final ES";"Nombre Final EN";"Mueble";"DesignaciÃ³n";"LÃ­nea Comercial";"Medida Comercial";"Ancho (cm)";"Fondo (cm)";"Alto (cm)";"Peso (kg)";"Canto Puertas";"RH";"Armado";"Marca Propia"
"VBAN05-0012-000-0100";"VBAN05";"0012";"000";"0100";"MUEBLE MONET ELEVADO LVM 63X48 BLANCO";"MUEBLE ELEVADO MONET LIFE PARA LAVAMANOS 63X48 RFE CANTO 2 MM";"MONET LIFE WALL MOUNTED VANITY 25INX19IN SFE 2MM EDGE BAND";"MONET";"ELEVADO";"LIFE";"63X48";"62,4";"47,6";"48";"15";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0012-000-0437";"VBAN05";"0012";"000";"0437";"MUEBLE MONET ELEVADO LVM 63X48 SODER/MALI";"MUEBLE ELEVADO MONET LIFE PARA LAVAMANOS 63X48 RFE CANTO 2 MM";"MONET LIFE WALL MOUNTED VANITY 25INX19IN SFE 2MM EDGE BAND";"MONET";"ELEVADO";"LIFE";"63X48";"62,4";"47,6";"48";"15";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0012-000-0439";"VBAN05";"0012";"000";"0439";"MUEBLE MONET ELEVADO LVM 63X48 MITTE/TAMBO";"MUEBLE ELEVADO MONET LIFE PARA LAVAMANOS 63X48 RFE CANTO 2 MM";"MONET LIFE WALL MOUNTED VANITY 25INX19IN SFE 2MM EDGE BAND";"MONET";"ELEVADO";"LIFE";"63X48";"62,4";"47,6";"48";"15";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0012-000-0442";"VBAN05";"0012";"000";"0442";"MUEBLE MONET ELEVADO LVM 63X48 GRACIA/SIKUANI";"MUEBLE ELEVADO MONET LIFE PARA LAVAMANOS 63X48 RFE CANTO 2 MM";"MONET LIFE WALL MOUNTED VANITY 25INX19IN SFE 2MM EDGE BAND";"MONET";"ELEVADO";"LIFE";"63X48";"62,4";"47,6";"48";"15";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0012-000-0447";"VBAN05";"0012";"000";"0447";"MUEBLE MONET ELEVADO LVM 63X48 CARBONO/BAUDO";"MUEBLE ELEVADO MONET LIFE PARA LAVAMANOS 63X48 RFE CANTO 2 MM";"MONET LIFE WALL MOUNTED VANITY 25INX19IN SFE 2MM EDGE BAND";"MONET";"ELEVADO";"LIFE";"63X48";"62,4";"47,6";"48";"15";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0012-000-0458";"VBAN05";"0012";"000";"0458";"MUEBLE MONET ELEVADO LVM 63X48 TRIBECA";"MUEBLE ELEVADO MONET LIFE PARA LAVAMANOS 63X48 RFE CANTO 2 MM";"MONET LIFE WALL MOUNTED VANITY 25INX19IN SFE 2MM EDGE BAND";"MONET";"ELEVADO";"LIFE";"63X48";"62,4";"47,6";"48";"15";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0012-000-0467";"VBAN05";"0012";"000";"0467";"MUEBLE MONET ELEVADO LVM 63X48 CINZA COBALTO";"MUEBLE ELEVADO MONET LIFE PARA LAVAMANOS 63X48 RFE CANTO 2 MM";"MONET LIFE WALL MOUNTED VANITY 25INX19IN SFE 2MM EDGE BAND";"MONET";"ELEVADO";"LIFE";"63X48";"62,4";"47,6";"48";"15";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0012-000-0493";"VBAN05";"0012";"000";"0493";"MUEBLE MONET ELEVADO LVM 63X48 AUSTRAL";"MUEBLE ELEVADO MONET LIFE PARA LAVAMANOS 63X48 RFE CANTO 2 MM";"MONET LIFE WALL MOUNTED VANITY 25INX19IN SFE 2MM EDGE BAND";"MONET";"ELEVADO";"LIFE";"63X48";"62,4";"47,6";"48";"15";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0012-000-1345";"VBAN05";"0012";"000";"1345";"MUEBLE MONET ELEVADO LVM 63X48 VOLCANICO AMAZONAS";"MUEBLE ELEVADO MONET LIFE PARA LAVAMANOS 63X48 RFE CANTO 2 MM";"MONET LIFE WALL MOUNTED VANITY 25INX19IN SFE 2MM EDGE BAND";"MONET";"ELEVADO";"LIFE";"63X48";"62,4";"47,6";"48";"15";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0015-000-0100";"VBAN05";"0015";"000";"0100";"MUEBLE BASICO PISO LVM 63X48 BLANCO";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 63X48 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 25INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"63X48";"62,4";"47,6";"86";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0015-000-0368";"VBAN05";"0015";"000";"0368";"MUEBLE BASICO PISO LVM 63X48 TABACO CHIC";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 63X48 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 25INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"63X48";"62,4";"47,6";"86";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0015-000-0392";"VBAN05";"0015";"000";"0392";"MUEBLE BASICO PISO LVM 63X48 WENGUE";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 63X48 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 25INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"63X48";"62,4";"47,6";"86";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0015-000-0437";"VBAN05";"0015";"000";"0437";"MUEBLE BASICO PISO LVM 63X48 SODER/MALI";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 63X48 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 25INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"63X48";"62,4";"47,6";"86";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0015-000-0439";"VBAN05";"0015";"000";"0439";"MUEBLE BASICO PISO LVM 63X48 MITTE/TAMBO";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 63X48 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 25INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"63X48";"62,4";"47,6";"86";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0015-000-0442";"VBAN05";"0015";"000";"0442";"MUEBLE BASICO PISO LVM 63X48 GRACIA/SIKUANI";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 63X48 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 25INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"63X48";"62,4";"47,6";"86";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0015-000-0447";"VBAN05";"0015";"000";"0447";"MUEBLE BASICO PISO LVM 63X48 CARBONO/BAUDO";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 63X48 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 25INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"63X48";"62,4";"47,6";"86";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0015-000-0458";"VBAN05";"0015";"000";"0458";"MUEBLE BASICO PISO LVM 63X48 TRIBECA";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 63X48 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 25INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"63X48";"62,4";"47,6";"86";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0015-000-0467";"VBAN05";"0015";"000";"0467";"MUEBLE BASICO PISO LVM 63X48 CINZA COBALTO";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 63X48 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 25INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"63X48";"62,4";"47,6";"86";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0015-000-0493";"VBAN05";"0015";"000";"0493";"MUEBLE BASICO PISO LVM 63X48 AUSTRAL";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 63X48 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 25INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"63X48";"62,4";"47,6";"86";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0015-000-1345";"VBAN05";"0015";"000";"1345";"MUEBLE BASICO PISO LVM 63X48 VOLCANICO AMAZONAS";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 63X48 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 25INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"63X48";"62,4";"47,6";"86";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0100";"VBAN05";"0019";"000";"0100";"MUEBLE TIZIANO ELEVADO LVM 79X48 BLANCO";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0368";"VBAN05";"0019";"000";"0368";"MUEBLE TIZIANO ELEVADO LVM 79X48 TABACO CHIC";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0392";"VBAN05";"0019";"000";"0392";"MUEBLE TIZIANO ELEVADO LVM 79X48 WENGUE";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0420";"VBAN05";"0019";"000";"0420";"MUEBLE TIZIANO ELEVADO LVM 79X48 ROVERE";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0437";"VBAN05";"0019";"000";"0437";"MUEBLE TIZIANO ELEVADO LVM 79X48 SODER/MALI";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0439";"VBAN05";"0019";"000";"0439";"MUEBLE TIZIANO ELEVADO LVM 79X48 MITTE/TAMBO";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0442";"VBAN05";"0019";"000";"0442";"MUEBLE TIZIANO ELEVADO LVM 79X48 GRACIA/SIKUANI";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0447";"VBAN05";"0019";"000";"0447";"MUEBLE TIZIANO ELEVADO LVM 79X48 CARBONO/BAUDO";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0458";"VBAN05";"0019";"000";"0458";"MUEBLE TIZIANO ELEVADO LVM 79X48 TRIBECA";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0459";"VBAN05";"0019";"000";"0459";"MUEBLE TIZIANO ELEVADO LVM 79X48 TAUSA";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0466";"VBAN05";"0019";"000";"0466";"MUEBLE TIZIANO ELEVADO LVM 79X48 AMBAR";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0467";"VBAN05";"0019";"000";"0467";"MUEBLE TIZIANO ELEVADO LVM 79X48 CINZA COBALTO";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-0493";"VBAN05";"0019";"000";"0493";"MUEBLE TIZIANO ELEVADO LVM 79X48 AUSTRAL";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-000-1345";"VBAN05";"0019";"000";"1345";"MUEBLE TIZIANO ELEVADO LVM 79X48 VOLCANICO AMAZONAS";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"NA"
"VBAN05-0019-CHT-0439";"VBAN05";"0019";"CHT";"0439";"MUEBLE TIZIANO ELEVADO LVM 79X48 MITTE/TAMBO-CHILEMAT";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM CHILEMAT";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND CHILEMAT";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"CHILEMAT"
"VBAN05-0019-CHT-0447";"VBAN05";"0019";"CHT";"0447";"MUEBLE TIZIANO ELEVADO LVM 79X48 CARBONO/BAUDO-CHILEMAT";"MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM CHILEMAT";"TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND CHILEMAT";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"NA";"NO";"CHILEMAT"
"VBAN05-0020-000-0100";"VBAN05";"0020";"000";"0100";"RH MUEBLE TIZIANO ELEVADO LVM 79X48 BLANCO";"RH MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"MR TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"RH";"NO";"NA"
"VBAN05-0020-000-0371";"VBAN05";"0020";"000";"0371";"RH MUEBLE TIZIANO ELEVADO LVM 79X48 ARENA";"RH MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"MR TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"RH";"NO";"NA"
"VBAN05-0020-000-0439";"VBAN05";"0020";"000";"0439";"RH MUEBLE TIZIANO ELEVADO LVM 79X48 MITTE/TAMBO";"RH MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 79x48 RFE CANTO 0.45 MM";"MR TIZIANO LIFE WALL MOUNTED VANITY 31INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"79x48";"78,5";"47,2";"48";"18";"CANTO 0.45 MM";"RH";"NO";"NA"
"VBAN05-0022-000-0100";"VBAN05";"0022";"000";"0100";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS BLANCO";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0022-000-0371";"VBAN05";"0022";"000";"0371";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS ARENA";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0022-000-0406";"VBAN05";"0022";"000";"0406";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS AMARETTO";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0022-000-0415";"VBAN05";"0022";"000";"0415";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS CALA";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0022-000-0437";"VBAN05";"0022";"000";"0437";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS SODER/MALI";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0022-000-0439";"VBAN05";"0022";"000";"0439";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS MITTE/ TAMBO";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0022-000-0442";"VBAN05";"0022";"000";"0442";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS GRACIA/ SIKUANI";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0022-000-0446";"VBAN05";"0022";"000";"0446";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS BROOKLYN OAK";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0022-000-0451";"VBAN05";"0022";"000";"0451";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS BOSCUS ESCANDINAVO";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0022-000-0458";"VBAN05";"0022";"000";"0458";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS TRIBECA";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0022-000-0460";"VBAN05";"0022";"000";"0460";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS LARICE";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0022-000-0493";"VBAN05";"0022";"000";"0493";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS AUSTRAL";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0022-MRH-0484";"VBAN05";"0022";"MRH";"0484";"RH MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS SAGANO";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0025-000-0100";"VBAN05";"0025";"000";"0100";"RH MUEBLE MONET ELEVADO LVM 63X48 BLANCO";"RH MUEBLE ELEVADO MONET LIFE PARA LAVAMANOS 63X48 RFE CANTO 2 MM";"MR MONET LIFE WALL MOUNTED VANITY 25INX19IN SFE 2MM EDGE BAND";"MONET";"ELEVADO";"LIFE";"63X48";"62,4";"47,6";"48";"15";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0025-MRH-0484";"VBAN05";"0025";"MRH";"0484";"RH MUEBLE MONET ELEVADO LVM 63X48 SAGANO";"RH MUEBLE ELEVADO MONET LIFE PARA LAVAMANOS 63X48 RFE CANTO 2 MM";"MR MONET LIFE WALL MOUNTED VANITY 25INX19IN SFE 2MM EDGE BAND";"MONET";"ELEVADO";"LIFE";"63X48";"62,4";"47,6";"48";"15";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0029-000-0100";"VBAN05";"0029";"000";"0100";"RH MUEBLE BASICO PISO LVM 48X38 BLANCO";"RH MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL FREESTANDING VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X38";"47,4";"37,4";"86";"14";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0029-000-0387";"VBAN05";"0029";"000";"0387";"RH MUEBLE BASICO PISO LVM 48X38 CHANTILLI";"RH MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL FREESTANDING VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X38";"47,4";"37,4";"86";"14";"CANTO 2 MM";"RH";"NO";"NA"
