file_full_path,file_base_name,parsed_designation,parsed_product_name,parsed_commercial_measure,parsed_accessory_text,parsed_line,parsed_special_label,match_count,matched_reference_id,matched_family_code,matched_reference_code,existing_isometric_asset_id,existing_isometric_path,conflict_reference_ids,conflict_file_base_names,conflict_group_code,action,notes
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Greco class LVM 124x48.svg,Mueble elevado Greco class LVM 124x48,ELEVADO,Greco,124X48,NA,CLASS,NA,3,0b06220d-55ff-4320-9061-92cffd44cf45,BAN12,0011,3d666ced-819d-45cd-9f60-73b02af1c33b,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/2b3b9199-7c25-438b-a960-a3bbd3fcc8bd.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Greco class LVM 124x48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Greco class LVM 63x48.svg,Mueble elevado Greco class LVM 63x48,ELEVADO,Greco,63X48,NA,CLASS,NA,3,600b69ac-6bbf-45d9-8350-4da825c4a035,BAN22,0005,,,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Greco class LVM 63x48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Greco class LVM 79x48.svg,Mueble elevado Greco class LVM 79x48,ELEVADO,Greco,79X48,NA,CLASS,NA,3,c0c0f060-25bf-4895-a954-3718ebf5fb4b,BAN22,0006,,,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Greco class LVM 79x48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Greco class LVM 94x48.svg,Mueble elevado Greco class LVM 94x48,ELEVADO,Greco,94X48,NA,CLASS,NA,2,930d2fb7-18b0-451b-a78b-a5be8c58e901,BAN22,0007,,,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Greco class LVM 94x48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao class  LVM 124X48.svg,Mueble elevado Macao class  LVM 124X48,ELEVADO,Macao,124X48,NA,CLASS,NA,4,fc2843f7-0852-4ccb-91ac-f6e336717adb,BAN12,0037,,,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao class  LVM 124X48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao class LVM 155X48.svg,Mueble elevado Macao class LVM 155X48,ELEVADO,Macao,155X48,NA,CLASS,NA,1,4a643446-9a11-4fb3-9668-b17286ee10b3,BAN12,0084,,,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao class LVM 155X48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao class LVM 48x43.svg,Mueble elevado Macao class LVM 48x43,ELEVADO,Macao,48X43,NA,CLASS,NA,3,481c754a-163a-453b-b5ed-f63dd48419d9,BAN12,0081,,,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao class LVM 48x43.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao class LVM 63X48.svg,Mueble elevado Macao class LVM 63X48,ELEVADO,Macao,63X48,NA,CLASS,NA,6,542cd0e2-2fbf-40a2-af18-f75e78e91fee,BAN12,0010,b904b4c0-01b6-4354-a90d-62cfbc84c447,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/560a8699-dfae-4e16-ac91-fe2a6e4403c4.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao class LVM 63X48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao class LVM 79x48.svg,Mueble elevado Macao class LVM 79x48,ELEVADO,Macao,79X48,NA,CLASS,NA,4,29390187-1b01-41ba-ae36-bfeb8070b0b3,BAN12,0035,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=1939b002-4e1e-480c-8182-27b39b6ee9bc; updated_refs=4; overwritten_refs=4; skipped_refs=0; hash=b128e94ab0f666bd3b62691d8fe1b4aed330e7cdf3dd8a2b82ba7840a0c052f5
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao class LVM 94X48.svg,Mueble elevado Macao class LVM 94X48,ELEVADO,Macao,94X48,NA,CLASS,NA,3,ef253218-f662-4d3f-b704-1fd56fe95a96,BAN12,0036,,,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao class LVM 94X48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao life LVM 48x43.svg,Mueble elevado Macao life LVM 48x43,ELEVADO,Macao,48X43,NA,LIFE,NA,1,ef8d895e-d116-42ab-bc30-27a2eda1ee71,BAN05,0127,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=2835cd73-958e-4eb4-a3d2-ff245511f108; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=17bfe254766c9e279054f7c5887d00a94cedb1d720c6f119d71264c293a7d4cd
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao life LVM 63X48.svg,Mueble elevado Macao life LVM 63X48,ELEVADO,Macao,63X48,NA,LIFE,NA,1,7042f78f-1f84-45ba-8003-8aa634c16bd5,BAN05,0124,fc384237-1982-473a-b0fe-5ffe8ce639ad,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/02c847d0-33a6-4fbe-96ff-dfce62e16bb2.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao life LVM 63X48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Macao life LVM 79X48.svg,Mueble elevado Macao life LVM 79X48,ELEVADO,Macao,79X48,NA,LIFE,NA,2,3b055839-6b8e-482b-9f5f-c5f4e9edce19,BAN05,0077,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=6fa6d870-5cca-43ae-ac68-e07303fd82c6; updated_refs=2; overwritten_refs=2; skipped_refs=0; hash=e063b304fe4ee3de6386154f32ef8626e49b145c561b61af21663547fd9eae7e
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Misus class LVM 63x48.svg,Mueble elevado Misus class LVM 63x48,ELEVADO,Misus,63X48,NA,CLASS,NA,4,f4fb0813-3120-4b5d-aff0-19804d747a23,BAN12,0088,457472f0-cf49-48af-8e4c-837f0210f480,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/0b73e769-447d-46f7-9e58-b1590b17de16.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Misus class LVM 63x48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Misus class LVM 79x48.svg,Mueble elevado Misus class LVM 79x48,ELEVADO,Misus,79X48,NA,CLASS,NA,4,6eafc037-9f99-44eb-aee2-9fa5dac87e88,BAN12,0089,,,,,,APPLIED,mode=extended_base_ambiguous; asset_id=cad268e9-3cc2-4b27-a3d7-637a7a01b21d; updated_refs=4; overwritten_refs=1; skipped_refs=0; hash=d71a39497f6f9acb88dbd73d92c8c2a2d818e4205982b3603dba48f9713413d5
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Misus class LVM 94x48.svg,Mueble elevado Misus class LVM 94x48,ELEVADO,Misus,94X48,NA,CLASS,NA,2,96aca956-bfa4-4ab9-b101-4724211cdbf2,BAN12,0090,,,,,,APPLIED,mode=extended_base_ambiguous; asset_id=f91b5dfd-b5a7-4620-a4a3-44ce97ac43f1; updated_refs=2; overwritten_refs=0; skipped_refs=0; hash=040f9e3318bdd659fb1004c42e24e3071247456e6f1c4c38530d727ade7fd5c5
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Misus life LVM 79x48.svg,Mueble elevado Misus life LVM 79x48,ELEVADO,Misus,79X48,NA,LIFE,NA,1,dd0b78fe-2d72-4de5-8247-2ba3e607c8dc,BAN05,0114,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=7b0446b6-e5af-4c57-bf2d-e5cc898e35ab; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=e5eb123d701d5f7ff1c60beb98e01c87914ebf67dfeb214f58d1107db4bdfa5f
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Monet LVM 63X48.svg,Mueble elevado Monet LVM 63X48,ELEVADO,Monet,63X48,NA,NA,NA,7,6c68f441-5b4e-4134-9ef1-39ff0e00829a,BAN23,0110,4fe0213e-c272-4d55-9c3f-bed43f626c5f,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/dcbaf5a4-f5e5-4ff6-a82b-2d47c64f6ba9.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Monet LVM 63X48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Picasso Life LVM 63x48 Manija Negra 520.svg,Mueble elevado Picasso Life LVM 63x48 Manija Negra 520,ELEVADO,Picasso,63X48,MANIJA NEGRA 520,LIFE,NA,2,e94d9b9d-500a-4eb0-9e8f-3a72f988b43d,BAN05,0130,,,,,,APPLIED,mode=extended_base_accessory_filter; target=version; version_codes=CME; updated_versions=1; asset_id=a3f2fdfe-581d-4768-a7aa-036f5980aed7; hash=0d918cfa80d59303f47cc4b59639297a57a1b8b1168be14a201b6f939fb37dae
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Picasso life LVM 63X48.svg,Mueble elevado Picasso life LVM 63X48,ELEVADO,Picasso,63X48,NA,LIFE,NA,2,e94d9b9d-500a-4eb0-9e8f-3a72f988b43d,BAN05,0130,,,,,,APPLIED,mode=extended_base_single_accessory; asset_id=2e74eeab-3ba4-4876-b0d8-91e4ecf72304; updated_refs=2; overwritten_refs=1; skipped_refs=0; hash=d34efb2752765aed37c77ae7107491a844bbdea900f2bb75a069ed47de239fd0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Polock LVM 48X38.svg,Mueble elevado Polock LVM 48X38,ELEVADO,Polock,48X38,NA,NA,NA,1,a01ab1ff-9d04-442c-9027-803e99402ca8,BAN05,0128,e492f76d-8860-4bb1-87c6-a43255a94ecd,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/5057992e-59ac-48f9-8aa5-14557e0860cd.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Polock LVM 48X38.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Polock LVM 48X43.svg,Mueble elevado Polock LVM 48X43,ELEVADO,Polock,48X43,NA,NA,NA,2,66863771-00d0-4c37-9d79-490de6a99e18,BAN05,0126,b7d4e836-3f41-4d51-b1f1-61d6edc9df2b,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/931de889-14c8-496e-8920-6c965281ff68.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Polock LVM 48X43.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Polock LVM 63X48.svg,Mueble elevado Polock LVM 63X48,ELEVADO,Polock,63X48,NA,NA,NA,1,f4eb5946-83be-469c-8fa3-616c5eb07723,BAN05,0140,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=dbb94adb-2c7a-437a-a600-7c6cd1a1bce3; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=dfe752502dffb71d33cd76e3f9c1e42a4b5c9a2f25f7e8a512b6f36685882705
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Rayo LVM 40X30.svg,Mueble elevado Rayo LVM 40X30,ELEVADO,Rayo,40X30,NA,NA,NA,3,980a3f04-cc31-453d-9b0e-e28b802d794d,BAN05,0091,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=db8a75b1-7e02-4e6b-820e-b30b4e9eeee2; updated_refs=3; overwritten_refs=3; skipped_refs=0; hash=86eaf1c3b842fc94b5433818a0707da32e2265748c95feb2328be63d86ededd6
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Rayo LVM 48X38.svg,Mueble elevado Rayo LVM 48X38,ELEVADO,Rayo,48X38,NA,NA,NA,4,aa63701e-b19a-49ab-8cc9-7bd674175531,BAN05,0104,4fa321f7-adb3-4dd2-8aae-39e501c30799,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/d23b44c8-43a4-49cb-b3f3-0df5b8874d63.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Rayo LVM 48X38.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Rayo LVM 48x43.svg,Mueble elevado Rayo LVM 48x43,ELEVADO,Rayo,48X43,NA,NA,NA,2,6d038660-fc9a-444e-9eba-6434a935a9a8,BAN05,0105,3b1ef8c7-93b6-4d80-9807-b8ce7aaebc03,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/5d5b9984-0ee8-4b94-8ca3-5e80756f5101.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Rayo LVM 48x43.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Rayo LVM 63x48.svg,Mueble elevado Rayo LVM 63x48,ELEVADO,Rayo,63X48,NA,NA,NA,2,268178d2-3817-4ef6-ac9e-57cb9a3254ab,BAN05,0103,8f8062a7-182c-4847-8960-ad49a9a364fc,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/9d20eb8e-2b18-403d-98bb-734e3e29e2e2.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Rayo LVM 63x48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Thalos class LVM  79X48.svg,Mueble elevado Thalos class LVM  79X48,ELEVADO,Thalos,79X48,NA,CLASS,NA,3,d1e86b11-afb8-450d-8582-c78cd00bf5e5,BAN12,0125,,,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Thalos class LVM  79X48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tiziano LVM 124X48.svg,Mueble elevado Tiziano LVM 124X48,ELEVADO,Tiziano,124X48,NA,NA,NA,3,58b92409-2ffe-4f97-a3ba-dc65c706e37c,BAN05,0098,fb2b190b-1a81-4eac-bc1f-69c16f6b3183,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/35fd0813-b604-4690-a0de-d431c632c17d.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tiziano LVM 124X48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tiziano LVM 63x48.svg,Mueble elevado Tiziano LVM 63x48,ELEVADO,Tiziano,63X48,NA,NA,NA,3,b26a8d75-138c-409c-aac4-f74073a3399b,BAN05,0089,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=d73a4ad5-887b-4c76-ac19-04762c246ce7; updated_refs=3; overwritten_refs=2; skipped_refs=0; hash=2883ededba698ed790335ee74dc17a0d4d313aefb3b3506081d32a08fa1fed4d
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tiziano LVM 79X48.svg,Mueble elevado Tiziano LVM 79X48,ELEVADO,Tiziano,79X48,NA,NA,NA,3,d7fa12fa-9580-4bc4-becb-f7c2558b7f8c,BAN05,0019,8e14eec2-bd0b-42f2-a20c-f37bb510ffae,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/ab21c0d1-b420-4907-921e-14a4a436a4f1.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tiziano LVM 79X48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tiziano LVM 94X48.svg,Mueble elevado Tiziano LVM 94X48,ELEVADO,Tiziano,94X48,NA,NA,NA,3,0dcb5c55-d3be-464e-a889-6d966860ca97,BAN05,0062,4279dfc2-49bf-447e-aee9-9fa4a6e5d4bb,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/5afa444c-5b5c-4fdf-b426-b38a5e017353.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tiziano LVM 94X48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado tucano 79X48.svg,Mueble elevado tucano 79X48,ELEVADO,tucano,79X48,NA,NA,NA,1,d6b01c58-f27c-4e27-9a45-1247d92fe67b,BAN05,0144,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=c994cc14-46bb-4943-8c35-b581f9bf38dd; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=2ce77f4a628c3512c3c74fd2fca3dca4aaa9816869b929d1bd15f3100a7e15da
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tucano LVM 63x48.svg,Mueble elevado Tucano LVM 63x48,ELEVADO,Tucano,63X48,NA,NA,NA,1,65cc26e7-dca1-461e-a947-9ed59b99371f,BAN05,0143,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=e588ad02-8cf8-4c14-a129-7e424347c3dc; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=991faed76c8d703b1023040898fa79452634947b85dddad1088c475c16efaf8d
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Valdez LVM 48X43.svg,Mueble elevado Valdez LVM 48X43,ELEVADO,Valdez,48X43,NA,NA,NA,4,b15cecb8-ac95-48bc-8126-95d49219291a,BAN05,0051,31acb011-683a-4f95-b8e0-487006414320,https://nbifmxggfusipomspoly.supabase.co/storage/v1/object/public/assets/assets/39a08287-4604-4a71-a0a0-542434cde369.svg,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Valdez LVM 48X43.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Van Gogh LVM 63X48.svg,Mueble elevado Van Gogh LVM 63X48,ELEVADO,VAN GOGH,63X48,NA,NA,NA,1,48abe7ce-83ee-4c5a-ba1d-9b3ad1391700,BAN05,0133,,,,,,APPLIED,mode=special_label_base_single_accessory; asset_id=25d7e970-5a88-408f-a15b-be0c3f00142f; updated_refs=1; overwritten_refs=1; skipped_refs=0; hash=bb6ae03443853a4bae53b673af5354ec6ef814fad3d3c49122f85c6b1503ff48
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Viteli LVM 124x48.svg,Mueble elevado Viteli LVM 124x48,ELEVADO,Viteli,124X48,NA,NA,NA,3,c4f366d6-a122-48c1-b1eb-b15cffe2a0ea,BAN12,0055,,,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Viteli LVM 124x48.svg'"
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Viteli LVM 63X48.svg,Mueble elevado Viteli LVM 63X48,ELEVADO,Viteli,63X48,NA,NA,NA,3,b9849d49-e1e4-4c5e-b4c3-b58e7f601e2d,BAN12,0031,,,,,,ERROR,"EPERM: operation not permitted, open 'C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Viteli LVM 63X48.svg'"
