1547;1547;2014-10-30 00:00:00.000;1;20;5333;1;113;BAN05-Muebles Lavam;CBAN05-0008-000-0390;RH MUEBLE BASICO VESSEL 60X50 CEDRO;PN800049527-01;INVAL S A;MP-01;UN;19.000000;101678.000000;$;0.000000;105804.980000;0.000000;0.000000;4126.980000;2010294.620000;0.000000;Y;105804.980000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2439;2439;2016-12-02 00:00:00.000;7;20;11329;0;113;BAN05-Muebles Lavam;CBAN05-0008-000-0392;RH MUEBLE BASICO VESSEL 60X50 WENGUE;PN800049527-01;INVAL S A;MP-01;UN;6.000000;92410.000000;$;0.000000;100746.560000;0.000000;0.000000;8336.560000;604479.360000;0.000000;Y;100746.560000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2571;2571;2017-05-19 00:00:00.000;1;20;12246;0;113;BAN05-Muebles Lavam;CBAN05-0009-000-0100;MUEBLE BASICO ELEVADO LVM 63X48 BLANCO;PN800049527-01;INVAL S A;MP-01;UN;1.000000;78477.000000;$;0.000000;83642.900000;0.000000;0.000000;5165.900000;83642.900000;0.000000;Y;83642.900000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2548;2548;2017-04-19 00:00:00.000;2;20;12099;0;113;BAN05-Muebles Lavam;CBAN05-0009-000-0364;MUEBLE BASICO ELEVADO LVM 63X48 HUMO;PN800049527-01;INVAL S A;MP-01;UN;1.000000;71800.000000;$;0.000000;74397.590000;0.000000;0.000000;2597.590000;74397.590000;0.000000;Y;74397.590000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2445;2445;2016-12-12 00:00:00.000;2;20;11389;1;113;BAN05-Muebles Lavam;CBAN05-0009-000-0372;MUEBLE BASICO ELEVADO LVM 63X48 SALVAJE;PN800049527-01;INVAL S A;MP-01;UN;70.000000;71800.000000;$;0.000000;74166.510000;0.000000;0.000000;2366.510000;5191655.700000;0.000000;Y;74166.510000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
1738;1738;2015-04-08 00:00:00.000;6;20;6671;0;113;BAN05-Muebles Lavam;CBAN05-0009-000-0387;MUEBLE BASICO ELEVADO LVM 63X48 CHANTILLI;PN800049527-01;INVAL S A;MP-01;UN;48.000000;62730.000000;$;0.000000;64938.410000;0.000000;0.000000;2208.410000;3117043.680000;0.000000;Y;64938.410000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2327;2327;2016-08-24 00:00:00.000;4;20;10606;0;113;BAN05-Muebles Lavam;CBAN05-0009-000-0388;MUEBLE BASICO ELEVADO LVM 63X48 CAPUCHINO;PN800049527-01;INVAL S A;MP-01;UN;30.000000;71800.000000;$;0.000000;74645.930000;0.000000;0.000000;2845.930000;2239377.900000;0.000000;Y;74645.930000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2518;2518;2017-03-17 00:00:00.000;0;20;11943;0;113;BAN05-Muebles Lavam;CBAN05-0009-000-0392;MUEBLE BASICO ELEVADO LVM 63X48 WENGUE;PN800049527-01;INVAL S A;MP-01;UN;42.000000;72622.000000;$;0.000000;76003.440000;0.000000;0.000000;3381.440000;3192144.480000;0.000000;Y;76003.440000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2453;2453;2016-12-21 00:00:00.000;1;20;11477;2;113;BAN05-Muebles Lavam;CBAN05-0009-000-0397;MUEBLE BASICO ELEVADO LVM 63X48 NUEZ;PN800049527-01;INVAL S A;MP-01;UN;51.000000;71800.000000;$;0.000000;74309.050000;0.000000;0.000000;2509.050000;3789761.550000;0.000000;Y;74309.050000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
2418;2418;2016-11-02 00:00:00.000;2;20;11095;0;113;BAN05-Muebles Lavam;CBAN05-0009-000-0412;MUEBLE BASICO ELEVADO LVM 63X48 VIENES;PN800049527-01;INVAL S A;MP-01;UN;164.000000;71800.000000;$;0.000000;74349.640000;0.000000;0.000000;2549.640000;12193340.960000;0.000000;Y;74349.640000;COP;SAP_LANDED_COST_PRICE_AT_WAREHOUSE;LANDED_COST
