file_full_path,file_base_name,parsed_designation,parsed_product_name,parsed_commercial_measure,parsed_accessory_text,parsed_line,parsed_special_label,match_count,matched_reference_id,matched_family_code,matched_reference_code,existing_isometric_asset_id,existing_isometric_path,action,notes
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Monet LVM 63X48.svg,Mueble elevado Monet LVM 63X48,ELEVADO,Monet,63X48,NA,NA,NA,7,6c68f441-5b4e-4134-9ef1-39ff0e00829a,BAN23,0110,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=7; would_overwrite_refs=6; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Picasso Life LVM 63x48 Manija Negra 520.svg,Mueble elevado Picasso Life LVM 63x48 Manija Negra 520,ELEVADO,Picasso,63X48,Manija Negra 520,LIFE,NA,2,e94d9b9d-500a-4eb0-9e8f-3a72f988b43d,BAN05,0130,,,WOULD_APPLY,mode=extended_base_single_accessory; would_update_refs=2; would_overwrite_refs=1; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Picasso life LVM 63X48.svg,Mueble elevado Picasso life LVM 63X48,ELEVADO,Picasso,63X48,NA,LIFE,NA,2,e94d9b9d-500a-4eb0-9e8f-3a72f988b43d,BAN05,0130,,,WOULD_APPLY,mode=extended_base_single_accessory; would_update_refs=2; would_overwrite_refs=1; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Polock  LVM 48X38.svg,Mueble elevado Polock  LVM 48X38,ELEVADO,Polock,48X38,NA,NA,NA,1,a01ab1ff-9d04-442c-9027-803e99402ca8,BAN05,0128,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=1; would_overwrite_refs=1; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Polock LVM 48X38.svg,Mueble elevado Polock LVM 48X38,ELEVADO,Polock,48X38,NA,NA,NA,1,a01ab1ff-9d04-442c-9027-803e99402ca8,BAN05,0128,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=1; would_overwrite_refs=1; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Polock LVM 48X43.svg,Mueble elevado Polock LVM 48X43,ELEVADO,Polock,48X43,NA,NA,NA,2,66863771-00d0-4c37-9d79-490de6a99e18,BAN05,0126,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=2; would_overwrite_refs=1; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Polock LVM 63X48.svg,Mueble elevado Polock LVM 63X48,ELEVADO,Polock,63X48,NA,NA,NA,1,f4eb5946-83be-469c-8fa3-616c5eb07723,BAN05,0140,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=1; would_overwrite_refs=1; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Rayo LVM 40X30.svg,Mueble elevado Rayo LVM 40X30,ELEVADO,Rayo,40X30,NA,NA,NA,3,980a3f04-cc31-453d-9b0e-e28b802d794d,BAN05,0091,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=3; would_overwrite_refs=3; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Rayo LVM 48X38.svg,Mueble elevado Rayo LVM 48X38,ELEVADO,Rayo,48X38,NA,NA,NA,4,aa63701e-b19a-49ab-8cc9-7bd674175531,BAN05,0104,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=4; would_overwrite_refs=4; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Rayo LVM 48x43.svg,Mueble elevado Rayo LVM 48x43,ELEVADO,Rayo,48X43,NA,NA,NA,2,6d038660-fc9a-444e-9eba-6434a935a9a8,BAN05,0105,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=2; would_overwrite_refs=2; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Rayo LVM 63x48.svg,Mueble elevado Rayo LVM 63x48,ELEVADO,Rayo,63X48,NA,NA,NA,2,268178d2-3817-4ef6-ac9e-57cb9a3254ab,BAN05,0103,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=2; would_overwrite_refs=2; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Thalos class LVM  79X48.svg,Mueble elevado Thalos class LVM  79X48,ELEVADO,Thalos,79X48,NA,CLASS,NA,3,d1e86b11-afb8-450d-8582-c78cd00bf5e5,BAN12,0125,,,WOULD_APPLY,mode=extended_base_single_accessory; would_update_refs=3; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tiziano LVM 124X48.svg,Mueble elevado Tiziano LVM 124X48,ELEVADO,Tiziano,124X48,NA,NA,NA,3,58b92409-2ffe-4f97-a3ba-dc65c706e37c,BAN05,0098,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=3; would_overwrite_refs=3; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tiziano LVM 63x48.svg,Mueble elevado Tiziano LVM 63x48,ELEVADO,Tiziano,63X48,NA,NA,NA,3,b26a8d75-138c-409c-aac4-f74073a3399b,BAN05,0089,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=3; would_overwrite_refs=2; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tiziano LVM 79X48.svg,Mueble elevado Tiziano LVM 79X48,ELEVADO,Tiziano,79X48,NA,NA,NA,3,d7fa12fa-9580-4bc4-becb-f7c2558b7f8c,BAN05,0019,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=3; would_overwrite_refs=2; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tiziano LVM 94X48.svg,Mueble elevado Tiziano LVM 94X48,ELEVADO,Tiziano,94X48,NA,NA,NA,3,0dcb5c55-d3be-464e-a889-6d966860ca97,BAN05,0062,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=3; would_overwrite_refs=2; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado tucano 79X48.svg,Mueble elevado tucano 79X48,ELEVADO,tucano,79X48,NA,NA,NA,1,d6b01c58-f27c-4e27-9a45-1247d92fe67b,BAN05,0144,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=1; would_overwrite_refs=1; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Tucano LVM 63x48.svg,Mueble elevado Tucano LVM 63x48,ELEVADO,Tucano,63X48,NA,NA,NA,1,65cc26e7-dca1-461e-a947-9ed59b99371f,BAN05,0143,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=1; would_overwrite_refs=1; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Valdez LVM 48X43.svg,Mueble elevado Valdez LVM 48X43,ELEVADO,Valdez,48X43,NA,NA,NA,4,b15cecb8-ac95-48bc-8126-95d49219291a,BAN05,0051,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=4; would_overwrite_refs=2; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Van Gogh LVM 63X38.svg,Mueble elevado Van Gogh LVM 63X38,ELEVADO,VAN GOGH,63X38,NA,NA,NA,0,,,,,,NO_MATCH,raw_parts=Mueble elevado Van Gogh LVM | 63X38 | 
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Viteli LVM 124x48.svg,Mueble elevado Viteli LVM 124x48,ELEVADO,Viteli,124X48,NA,NA,NA,3,c4f366d6-a122-48c1-b1eb-b15cffe2a0ea,BAN12,0055,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=3; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Viteli LVM 63X48.svg,Mueble elevado Viteli LVM 63X48,ELEVADO,Viteli,63X48,NA,NA,NA,3,b9849d49-e1e4-4c5e-b4c3-b58e7f601e2d,BAN12,0031,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=3; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Viteli LVM 79x48.svg,Mueble elevado Viteli LVM 79x48,ELEVADO,Viteli,79X48,NA,NA,NA,3,8067bf37-6fce-41c2-8755-d3427fa7da00,BAN12,0032,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=3; would_overwrite_refs=1; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Viteli LVM 94x48.svg,Mueble elevado Viteli LVM 94x48,ELEVADO,Viteli,94X48,NA,NA,NA,2,a83f9d6a-a35a-4b7f-993c-bdf491848c35,BAN12,0033,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=2; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble elevado Zacura LVM 63X48.svg,Mueble elevado Zacura LVM 63X48,ELEVADO,Zacura,63X48,NA,NA,NA,2,0b7955d2-f29c-469c-8c0d-a644a6fbf35e,BAN12,0091,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=2; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble soporte Godai LVM 48X43.svg,Mueble soporte Godai LVM 48X43,SOPORTE,Godai,48X43,NA,NA,NA,3,1ee22a1e-a056-43fd-9622-3a3fbe8710ce,BAN12,0041,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=3; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble soporte y estructura Godai LVM 63x48.svg,Mueble soporte y estructura Godai LVM 63x48,SOPORTE Y ESTRUCTURA,Godai,63X48,NA,NA,NA,3,f3642540-66f2-4889-a525-4ef3fe2862a7,BAN12,0044,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=3; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble soporte y estructura Godai LVM 79X48.svg,Mueble soporte y estructura Godai LVM 79X48,SOPORTE Y ESTRUCTURA,Godai,79X48,NA,NA,NA,3,84e8e0d6-3673-4d89-a2cc-76c60e4c3f64,BAN12,0050,,,WOULD_APPLY,mode=special_label_base_single_accessory; would_update_refs=3; would_overwrite_refs=0; would_skip_refs=0
C:\Users\oswaldo.rivera\FIRPLAK SA\FIRPLAK - I+D - Documentos\Documentos técnicos productos\Proyecto IA - Documentacion automatica\Isometricos\Muebles VBAN\Mueble tapa Vessel LVM 63X48.svg,Mueble tapa Vessel LVM 63X48,NA,Vessel,63X48,NA,NA,NA,1,6cf7bb72-0685-4908-85ba-7e680e894a69,BAN31,0001,,,WOULD_APPLY,mode=strict; would_update_refs=1; would_overwrite_refs=0; would_skip_refs=0
