row_number,validation_status,validation_errors,validation_warnings,source_observation,import_action,existing_in_supabase,exclusion_reason,SKU_COMPLETE,FAMILY_CODE,REF_CODE,VERSION_CODE,COLOR_CODE,SAP_DESCRIPTION,PRODUCT_TYPE,DESIGNATION,PRODUCT_NAME,WIDTH_CM,DEPTH_CM,HEIGHT_CM,WEIGHT_KG,UNIT_OF_MEASURE,REF_ATTR_rh,REF_ATTR_carb2,REF_ATTR_bisagras,REF_ATTR_canto_puertas,REF_ATTR_accessory_text,REF_ATTR_armado_con_lvm,REF_ATTR_door_color_text,REF_ATTR_product_type,REF_ATTR_assembled_flag,VERSION_ATTR_isometric_path,VERSION_ATTR_isometric_asset_id,VERSION_ATTR_private_label_flag,VERSION_ATTR_private_label_client_id,VERSION_ATTR_private_label_client_name,VERSION_ATTR_accessory_text,RH,CARB2,PUR,RH_SOURCE,CARB2_SOURCE,PUR_SOURCE,RH_VALIDATION,CARB2_VALIDATION,PUR_VALIDATION,NAME_ES_CURRENT_OR_GENERATED,NAME_EN_CURRENT_OR_GENERATED,NAME_ES_REQUIRES_REVIEW,NAME_EN_REQUIRES_REVIEW,NAME_GENERATION_NOTES,ISOMETRIC_SOURCE_PATH,ISOMETRIC_TARGET_PATH,ISOMETRIC_ASSET_ID,ISOMETRIC_STATUS,ISOMETRIC_NOTES,existing_family_id,existing_product_reference_id,existing_product_version_id,existing_color_id,matched_reference_base,matched_version,matched_color,create_family,create_reference,create_version,create_color,create_sku,reuse_existing_family,reuse_existing_reference,reuse_existing_version,reuse_existing_color
454,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0015-000-0000,MPD09,0015,000,0000,FALDON MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
455,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0016-000-0000,MPD09,0016,000,0000,TRAS CAJON MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
456,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0017-000-0000,MPD09,0017,000,0000,REF PARED CHAFLAN MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
457,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VMPD09-0018-000-0000,MPD09,0018,000,0000,OTROS MUEBLE REPOSICIONES,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
458,PENDIENTE,,,OTRO FORMATO ETIQUETA,CREAR,NO,,VPAP03-0003-000-9999,PAP03,0003,000,9999,MUESTRAS TABLERO MUEBLES COLORES DE LINEA EXPORTACION,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
459,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0001-000-0100,ROP03,0001,000,0100,RH MUEBLE LVR 46X51 CON MANIJAS BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
460,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0002-000-0100,ROP03,0002,000,0100,RH MUEBLE LVR 48x60 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
461,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0002-SCH-0100,ROP03,0002,SCH,0100,RH MUEBLE LVR 48X60 BLANCO SODIMAC CHILE,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
462,EXISTENTE,,,"Cambio progresivo, RH por CARB2-PUR",IGNORAR,SI,,VROP03-0003-000-0100,ROP03,0003,000,0100,RH MUEBLE LVR 60X60 BLANCO,MUEBLE,,,,,,,UN,NA,CARB2,BISAGRAS CIERRE LENTO,CANTO 2 MM,NA,,NA,,,,,,,,,true,false,false,DESCRIPCION,,,,,,NA,,NO,SI,,,,,VINCULADO,,,c6b01544-167d-4182-aedd-1bddc957a795,8dca7bda-3256-445c-8609-d2335f01585c,,0003,000,0100,,NO,NO,,NO,SI,SI,SI,SI
463,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0003-SCH-0100,ROP03,0003,SCH,0100,RH MUEBLE LVR 60X60 BLANCO SODIMAC CHILE,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
464,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0004-000-0100,ROP03,0004,000,0100,RH MUEBLE LVR 80X60 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
465,PENDIENTE,,,,CREAR,NO,,VROP03-0006-000-0100,ROP03,0006,000,0100,RH MUEBLE LVT 40X35 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
466,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0008-000-0100,ROP03,0008,000,0100,RH MUEBLE LVR 90X60 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
467,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0010-000-0100,ROP03,0010,000,0100,RH MUEBLE LVR 50X50 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
468,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0010-SCH-0100,ROP03,0010,SCH,0100,RH MUEBLE LVR 50X50 BLANCO SODIMAC CHILE,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
469,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0012-000-0100,ROP03,0012,000,0100,RH MUEBLE LVR 70X60 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
470,PENDIENTE,,,,CREAR,NO,,VROP03-0018-000-0100,ROP03,0018,000,0100,RH MUEBLE SOPORTE ELEVADO 50X50,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
471,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0021-000-0100,ROP03,0021,000,0100,RH MUEBLE LVR 40X35 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
472,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0021-PTT-0100,ROP03,0021,PTT,0100,MUEBLE LVR 40X35 BLANCO PROTOTIPO NO PROG SIN AUT DE DISENO,MUEBLE,,,,,,,UN,false,false,,,,,,MUEBLE,,,,,,,,false,false,false,,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
473,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0022-000-0100,ROP03,0022,000,0100,RH MUEBLE LVR 46X51 SIN MANIJAS BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
474,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0023-000-0100,ROP03,0023,000,0100,RH MUEBLE LVR 48X60 SIN MANIJAS BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
475,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0024-000-0100,ROP03,0024,000,0100,RH MUEBLE LVR 70X60 SIN MANIJAS BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
476,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0025-MRH-0100,ROP03,0025,MRH,0100,RH MUEBLE LVR KUB ELEVADO 50X50 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
477,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0026-MRH-0100,ROP03,0026,MRH,0100,RH MUEBLE LVR KUB ELEVADO 46X51 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
478,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0027-MRH-0100,ROP03,0027,MRH,0100,RH MUEBLE LVR KUB ELEVADO 60X60 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
479,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0028-000-0100,ROP03,0028,000,0100,RH MUEBLE LVR KUB 55X50 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
480,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0028-MRH-0100,ROP03,0028,MRH,0100,RH MUEBLE LVR KUB 55X50 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
481,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0029-MRH-0100,ROP03,0029,MRH,0100,RH MUEBLE LVR PISO 55X50 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
482,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0030-000-1357,ROP03,0030,000,1357,RH MUEBLE LVR PISO 48X51 CANDELARIA MATE,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
483,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP03-0031-000-0100,ROP03,0031,000,0100,RH MUEBLE LVR 46X51 SIN PUERTAS BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
484,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP07-0001-000-0100,ROP07,0001,000,0100,RH MUEBLE LVR PRO 60X60 CANTO 2MM BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
485,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP07-0001-SCH-0100,ROP07,0001,SCH,0100,RH MUEBLE LVR PRO 60X60 CANTO 2MM BLANCO SODIMAC CHILE,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
486,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP07-0002-000-0100,ROP07,0002,000,0100,RH MUEBLE LVR PRO 100X60 CANTO 2MM BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
487,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP07-0003-000-0100,ROP07,0003,000,0100,RH MUEBLE LVR PRO 140X60 PARA LAVADORA CANTO 2MM BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
488,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP07-0004-000-0100,ROP07,0004,000,0100,RH MUEBLE LVR BARRA PRO 140X60 C/ TOLVAS CANTO 2MM BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
489,PENDIENTE,,,,CREAR,NO,,VROP07-0005-000-0100,ROP07,0005,000,0100,RH MUEBLE LVT PRO CANTO 2MM 46X36 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
490,PENDIENTE,,,,CREAR,NO,,VROP07-0006-000-0100,ROP07,0006,000,0100,RH MUEBLE AUXILIAR ESCOBAS LVT PRO CANTO 2MM 46X36 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
491,PENDIENTE,,,,CREAR,NO,,VROP07-0009-000-0100,ROP07,0009,000,0100,RH MUEBLE SUPERIOR PRO CANTO 2MM 75 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
492,PENDIENTE,,,,CREAR,NO,,VROP07-0012-000-0100,ROP07,0012,000,0100,RH MUEBLE SUPERIOR PRO 70 CANTO 2MM BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
493,PENDIENTE,,,,CREAR,NO,,VROP07-0013-000-0100,ROP07,0013,000,0100,RH MUEBLE SUPERIOR PRO CANTO 2MM 30 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
494,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP11-0001-MRH-0100,ROP11,0001,MRH,0100,RH MUEBLE LVR KUB 50X50 ARMADO BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
495,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP11-0003-000-0100,ROP11,0003,000,0100,RH MUEBLE LVR 40X35 ARMADO BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
496,PENDIENTE,,,,CREAR,NO,,VROP12-0001-MRH-0100,ROP12,0001,MRH,0100,RH MUEBLE SUPERIOR PRO 70 CANTO 2MM ARMADO BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
497,PENDIENTE,,,,CREAR,NO,,VROP12-0002-MRH-0100,ROP12,0002,MRH,0100,RH MUEBLE SUPERIOR PRO CANTO 2MM 30 ARMADO BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
498,PENDIENTE,,,"Cambio progresivo, RH por CARB2-PUR",CREAR,NO,,VROP12-0003-MRH-0100,ROP12,0003,MRH,0100,RH MUEBLE LVR PRO 60X60 CANTO 2MM ARMADO BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
