Codigo;Descripcion;Codigo C;Tipo de producto;Nombre Color;Armado;Clientes marca propia;RH;Designacion;Nombre mueble;Linea;Hogar;Medida;Accesorio;Color puertas;Canto;Riel;DESCRIPCION FINAL;NAME CABINET;DESIGNATION;HOME;MEASURE;ACCESORIES;INGLES;ISOMETRICO;FONDO;ALTO;ANCHO;PESO;;D;H;W;Wg;ICON 1;ICON2;ICON3;ICON4;DESCRIPCION INGLES
VBAN05-0074-000-0484;MUEBLE RAYO 48X43 SAGANO;0484;MUEBLE;SAGANO;;;;ELEVADO;RAYO;;LAVAMANOS;48X43;;;;;MUEBLE RAYO ELEVADO PARA LAVAMANOS 48X43;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE RAYO 48X38.ai;42,6;40;47,4;6,7;;16,8;15,7;18,7;14,7;;;;;Rayo Elevated Cabinet For Washbasin 18.9?×16.9?
VBAN05-0074-000-0493;MUEBLE RAYO 48X43 AUSTRAL;0493;MUEBLE;AUSTRAL;;;;ELEVADO;RAYO;;LAVAMANOS;48X43;;;;;MUEBLE RAYO ELEVADO PARA LAVAMANOS 48X43;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE RAYO 48X38.ai;42,6;40;47,4;6,7;;16,8;15,7;18,7;14,7;;;;;Rayo Elevated Cabinet For Washbasin 18.9?×16.9?
VBAN05-0074-MRH-0484;RH MUEBLE RAYO 48X43 SAGANO;0484;MUEBLE;SAGANO;;;RH;ELEVADO;RAYO;;LAVAMANOS;48X43;;;;;RH MUEBLE RAYO ELEVADO PARA LAVAMANOS 48X43;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE RAYO 48X38.ai;42,6;40;47,4;6,7;;16,8;15,7;18,7;14,7;;;;;RH Rayo Elevated Cabinet For Washbasin 18.9?×16.9?
VBAN05-0077-000-0100;MUEBLE MACAO LIFE LVM 79X48 BLANCO;0100;MUEBLE;BLANCO ;;;;;MACAO;LIFE;LAVAMANOS;79X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 79X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 79X48.ai;47,6;48;78,4;20;;18,7;18,9;30,9;44,0;;;;;Macao Life Cabinet For Washbasin 31.1?×18.9?
VBAN05-0077-000-0412;MUEBLE MACAO LIFE LVM 79X48 VIENES;0412;MUEBLE;VIENES;;;;;MACAO;LIFE;LAVAMANOS;79X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 79X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 79X48.ai;47,6;48;78,4;20;;18,7;18,9;30,9;44,0;;;;;Macao Life Cabinet For Washbasin 31.1?×18.9?
VBAN05-0077-000-0437;MUEBLE MACAO LIFE LVM 79X48 SODER/MALI;0437;MUEBLE;SODER/MALI;;;;;MACAO;LIFE;LAVAMANOS;79X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 79X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 79X48.ai;47,6;48;78,4;20;;18,7;18,9;30,9;44,0;;;;;Macao Life Cabinet For Washbasin 31.1?×18.9?
VBAN05-0077-000-0439;MUEBLE MACAO LIFE LVM 79X48 MITTE/TAMBO;0439;MUEBLE;MITTE/ TAMBO;;;;;MACAO;LIFE;LAVAMANOS;79X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 79X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 79X48.ai;47,6;48;78,4;20;;18,7;18,9;30,9;44,0;;;;;Macao Life Cabinet For Washbasin 31.1?×18.9?
VBAN05-0077-000-0442;MUEBLE MACAO LIFE LVM 79X48 GRACIA/SIKUANI;0442;MUEBLE;GRACIA/ SIKUANI;;;;;MACAO;LIFE;LAVAMANOS;79X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 79X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 79X48.ai;47,6;48;78,4;20;;18,7;18,9;30,9;44,0;;;;;Macao Life Cabinet For Washbasin 31.1?×18.9?
VBAN05-0077-000-0446;MUEBLE MACAO LIFE LVM 79X48 BROOKLYN OAK;0446;MUEBLE;BROOKLYN OAK;;;;;MACAO;LIFE;LAVAMANOS;79X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 79X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 79X48.ai;47,6;48;78,4;20;;18,7;18,9;30,9;44,0;;;;;Macao Life Cabinet For Washbasin 31.1?×18.9?
VBAN05-0077-000-0447;MUEBLE MACAO LIFE LVM 79X48 CARBONO/ BAUDO;0447;MUEBLE;CARBONO/ BAUDO;;;;;MACAO;LIFE;LAVAMANOS;79X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 79X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 79X48.ai;47,6;48;78,4;20;;18,7;18,9;30,9;44,0;;;;;Macao Life Cabinet For Washbasin 31.1?×18.9?
VBAN05-0077-000-0458;MUEBLE MACAO LIFE LVM 79X48 TRIBECA;0458;MUEBLE;TRIBECA;;;;;MACAO;LIFE;LAVAMANOS;79X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 79X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 79X48.ai;47,6;48;78,4;20;;18,7;18,9;30,9;44,0;;;;;Macao Life Cabinet For Washbasin 31.1?×18.9?
VBAN05-0077-000-0493;MUEBLE MACAO LIFE LVM 79X48 AUSTRAL;0493;MUEBLE;AUSTRAL;;;;;MACAO;LIFE;LAVAMANOS;79X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 79X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 79X48.ai;47,6;48;78,4;20;;18,7;18,9;30,9;44,0;;;;;Macao Life Cabinet For Washbasin 31.1?×18.9?
VBAN05-0078-000-0100;MUEBLE MACAO LIFE LVM 63X48 BLANCO;0100;MUEBLE;BLANCO ;;;;;MACAO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 63X48.ai;47,6;48;62,4;17;;18,7;18,9;24,6;37,4;;;;;Macao Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0078-000-0420;MUEBLE MACAO LIFE LVM 63X48 ROVERE;0420;MUEBLE;ROVERE;;;;;MACAO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 63X48.ai;47,6;48;62,4;17;;18,7;18,9;24,6;37,4;;;;;Macao Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0078-000-0437;MUEBLE MACAO LIFE LVM 63X48 SODER/MALI;0437;MUEBLE;SODER/MALI;;;;;MACAO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 63X48.ai;47,6;48;62,4;17;;18,7;18,9;24,6;37,4;;;;;Macao Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0078-000-0439;MUEBLE MACAO LIFE LVM 63X48 MITTE/TAMBO;0439;MUEBLE;MITTE/ TAMBO;;;;;MACAO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 63X48.ai;47,6;48;62,4;17;;18,7;18,9;24,6;37,4;;;;;Macao Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0078-000-0440;MUEBLE MACAO LIFE LVM 63X48 RUSTIC SAND;0440;MUEBLE;RUSTICK SAND;;;;;MACAO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 63X48.ai;47,6;48;62,4;17;;18,7;18,9;24,6;37,4;;;;;Macao Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0078-000-0442;MUEBLE MACAO LIFE LVM 63X48 GRACIA/SIKUANI;0442;MUEBLE;GRACIA/ SIKUANI;;;;;MACAO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 63X48.ai;47,6;48;62,4;17;;18,7;18,9;24,6;37,4;;;;;Macao Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0078-000-0447;MUEBLE MACAO LIFE LVM 63X48 CARBONO/BAUDO;0447;MUEBLE;CARBONO/ BAUDO;;;;;MACAO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 63X48.ai;47,6;48;62,4;17;;18,7;18,9;24,6;37,4;;;;;Macao Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0078-000-0458;MUEBLE MACAO LIFE LVM 63X48 TRIBECA;0458;MUEBLE;TRIBECA;;;;;MACAO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 63X48.ai;47,6;48;62,4;17;;18,7;18,9;24,6;37,4;;;;;Macao Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0078-000-0493;MUEBLE MACAO LIFE LVM 63X48 AUSTRAL;0493;MUEBLE;AUSTRAL;;;;;MACAO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE MACAO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE MACAO LIFE LVM 63X48.ai;47,6;48;62,4;17;;18,7;18,9;24,6;37,4;;;;;Macao Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0079-000-0100;CARB MUEBLE BASICO ELEVADO LVM 48X43 CON MANIJAS BLANCO;0100;MUEBLE;BLANCO ;;;CARB;ELEVADO;BASICO;;LAVAMANOS;48X43;CON MANIJAS;;;;CARB MUEBLE BASICO ELEVADO CON MANIJAS PARA LAVAMANOS 48X43;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\CARB MUEBLE BASICO ELEVADO LVM 48X43 CON MANIJAS.ai;42,4;48;47,4;10;;16,7;18,9;18,7;22,0;;;;;Carb Basic Elevated Cabinet With Handles For Washbasin 18.9?×16.9?
VBAN05-0079-000-0392;CARB MUEBLE BASICO ELEVADO LVM 48X43 CON MANIJAS WENGUE;0392;MUEBLE;WENGUE;;;CARB;ELEVADO;BASICO;;LAVAMANOS;48X43;CON MANIJAS;;;;CARB MUEBLE BASICO ELEVADO CON MANIJAS PARA LAVAMANOS 48X43;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\CARB MUEBLE BASICO ELEVADO LVM 48X43 CON MANIJAS.ai;42,4;48;47,4;10;;16,7;18,9;18,7;22,0;;;;;Carb Basic Elevated Cabinet With Handles For Washbasin 18.9?×16.9?
VBAN05-0080-000-0100;CARB MUEBLE BASICO ELEVADO LVM 63X48 CON MANIJAS BLANCO;0100;MUEBLE;BLANCO ;;;CARB;ELEVADO;BASICO;;LAVAMANOS;63X48;CON MANIJAS;;;;CARB MUEBLE BASICO ELEVADO CON MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\CARB MUEBLE BASICO ELEVADO LVM 63X48 CON MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;Carb Basic Elevated Cabinet With Handles For Washbasin 24.8?×18.9
VBAN05-0080-000-0392;CARB MUEBLE BASICO ELEVADO LVM 63X48 CON MANIJAS WENGUE;0392;MUEBLE;WENGUE;;;CARB;ELEVADO;BASICO;;LAVAMANOS;63X48;CON MANIJAS;;;;CARB MUEBLE BASICO ELEVADO CON MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\CARB MUEBLE BASICO ELEVADO LVM 63X48 CON MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;Carb Basic Elevated Cabinet With Handles For Washbasin 24.8?×18.10
VBAN05-0087-000-0100;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS BLANCO;0100;MUEBLE;BLANCO ;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0367;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS GLACIAL;0367;MUEBLE;GLACIAL;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0371;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS ARENA;0371;MUEBLE;ARENA;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0387;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS CHANTILLI;0387;MUEBLE;CHANTILLI;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0388;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS CAPUCCINO;0388;MUEBLE;CAPUCCINO;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0406;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS AMARETTO;0406;MUEBLE;AMARETTO;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0437;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS SODER/MALI;0437;MUEBLE;SODER/MALI;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0439;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS MITTE/TAMBO;0439;MUEBLE;MITTE/ TAMBO;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0442;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS GRACIA/SIKUANI;0442;MUEBLE;GRACIA/ SIKUANI;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0449;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS PROVENCE MAPLE;0449;MUEBLE;PROVENCE MAPLE;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0457;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS COCUY;0457;MUEBLE;COCUY;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0466;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS AMBAR;0466;MUEBLE;AMBAR;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0467;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS CINZA/COBALTO;0467;MUEBLE;CINZA COBALTO;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
VBAN05-0087-000-0484;RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS SAGANO;0484;MUEBLE;SAGANO;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;SIN MANIJAS;;;;RH MUEBLE BASICO ELEVADO SIN MANIJAS PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\RH MUEBLE BASICO ELEVADO LVM 63X48 SIN MANIJAS.ai;47,6;48;61,8;12;;18,7;18,9;24,3;26,4;;;;;RH Basic Elevated Cabinet Without Handles For Washbasin 24.8?×18.9?
