Codigo;Descripcion;Codigo C;Tipo de producto;Nombre Color;Armado;Clientes marca propia;RH;Designacion;Nombre mueble;Linea;Hogar;Medida;Accesorio;Color puertas;Canto;Riel;DESCRIPCION FINAL;NAME CABINET;DESIGNATION;HOME;MEASURE;ACCESORIES;INGLES;ISOMETRICO;FONDO;ALTO;ANCHO;PESO;;D;H;W;Wg;ICON 1;ICON2;ICON3;ICON4;DESCRIPCION INGLES
VBAN05-0128-000-0447;MUEBLE POLOCK ELEVADO LVM 48X38 CARBONO/BAUDO;0447;MUEBLE;CARBONO/ BAUDO;;;;ELEVADO;POLOCK;;LAVAMANOS;48X38;;;;;MUEBLE POLOCK ELEVADO PARA LAVAMANOS 48X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE POLOCK ELEVADO LVM 48X38.ai;42,4;48;46,8;15,2;;16,7;18,9;18,4;33,4;;;;;Polock Elevated Cabinet For Washbasin 18.9?×15.0?
VBAN05-0128-000-0493;MUEBLE POLOCK ELEVADO LVM 48X38 AUSTRAL;0493;MUEBLE;AUSTRAL;;;;ELEVADO;POLOCK;;LAVAMANOS;48X38;;;;;MUEBLE POLOCK ELEVADO PARA LAVAMANOS 48X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE POLOCK ELEVADO LVM 48X38.ai;42,4;48;46,8;15,2;;16,7;18,9;18,4;33,4;;;;;Polock Elevated Cabinet For Washbasin 18.9?×15.0?
VBAN05-0128-000-1345;MUEBLE POLOCK ELEVADO LVM 48X38 VOLCANICO AMAZONAS;1345;MUEBLE;VOLCANICO AMAZONAS;;;;ELEVADO;POLOCK;;LAVAMANOS;48X38;;;;;MUEBLE POLOCK ELEVADO PARA LAVAMANOS 48X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE POLOCK ELEVADO LVM 48X38.ai;42,4;48;46,8;15,2;;16,7;18,9;18,4;33,4;;;;;Polock Elevated Cabinet For Washbasin 18.9?×15.0?
VBAN05-0128-MRH-0100;RH MUEBLE POLOCK ELEVADO LVM 48X38 BLANCO;0100;MUEBLE;BLANCO ;;;RH;ELEVADO;POLOCK;;LAVAMANOS;48X38;;;;;RH MUEBLE POLOCK ELEVADO PARA LAVAMANOS 48X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE POLOCK ELEVADO LVM 48X38.ai;42,4;48;46,8;15,2;;16,7;18,9;18,4;33,4;;;;;RH Polock Elevated Cabinet For Washbasin 18.9?×15.0?
VBAN05-0128-MRH-0437;RH MUEBLE POLOCK ELEVADO LVM 48X38 SODER/MALI;0437;MUEBLE;SODER/MALI;;;RH;ELEVADO;POLOCK;;LAVAMANOS;48X38;;;;;RH MUEBLE POLOCK ELEVADO PARA LAVAMANOS 48X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE POLOCK ELEVADO LVM 48X38.ai;42,4;48;46,8;15,2;;16,7;18,9;18,4;33,4;;;;;RH Polock Elevated Cabinet For Washbasin 18.9?×15.0?
VBAN05-0128-MRH-0439;RH MUEBLE POLOCK ELEVADO LVM 48X38 MITTE/TAMBO;0439;MUEBLE;MITTE/ TAMBO;;;RH;ELEVADO;POLOCK;;LAVAMANOS;48X38;;;;;RH MUEBLE POLOCK ELEVADO PARA LAVAMANOS 48X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE POLOCK ELEVADO LVM 48X38.ai;42,4;48;46,8;15,2;;16,7;18,9;18,4;33,4;;;;;RH Polock Elevated Cabinet For Washbasin 18.9?×15.0?
VBAN05-0128-MRH-0484;RH MUEBLE POLOCK ELEVADO LVM 48X38 SAGANO;0484;MUEBLE;SAGANO;;;RH;ELEVADO;POLOCK;;LAVAMANOS;48X38;;;;;RH MUEBLE POLOCK ELEVADO PARA LAVAMANOS 48X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE POLOCK ELEVADO LVM 48X38.ai;42,4;48;46,8;15,2;;16,7;18,9;18,4;33,4;;;;;RH Polock Elevated Cabinet For Washbasin 18.9?×15.0?
VBAN05-0128-MRH-0493;RH MUEBLE POLOCK ELEVADO LVM 48X38 AUSTRAL;0493;MUEBLE;AUSTRAL;;;RH;ELEVADO;POLOCK;;LAVAMANOS;48X38;;;;;RH MUEBLE POLOCK ELEVADO PARA LAVAMANOS 48X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE POLOCK ELEVADO LVM 48X38.ai;42,4;48;46,8;15,2;;16,7;18,9;18,4;33,4;;;;;RH Polock Elevated Cabinet For Washbasin 18.9?×15.0?
VBAN05-0130-000-0437;MUEBLE LVM PICASSO LIFE ELEVADO 63X48 SODER/MALI;0437;MUEBLE;SODER/MALI;;;;ELEVADO;PICASSO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE PICASSO ELEVADO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE LVM PICASSO LIFE ELEVADO 63X48 .ai;47,6;48;61,8;13,7;;18,7;18,9;24,3;30,1;;;;;Picasso Elevated Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0130-000-0439;MUEBLE LVM PICASSO LIFE ELEVADO 63X48 MITTE/TAMBO;0439;MUEBLE;MITTE/ TAMBO;;;;ELEVADO;PICASSO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE PICASSO ELEVADO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE LVM PICASSO LIFE ELEVADO 63X48 .ai;47,6;48;61,8;13,7;;18,7;18,9;24,3;30,1;;;;;Picasso Elevated Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0130-000-0442;MUEBLE LVM PICASSO LIFE ELEVADO 63X48 GRACIA/SIKUANI;0442;MUEBLE;GRACIA/ SIKUANI;;;;ELEVADO;PICASSO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE PICASSO ELEVADO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE LVM PICASSO LIFE ELEVADO 63X48 .ai;47,6;48;61,8;13,7;;18,7;18,9;24,3;30,1;;;;;Picasso Elevated Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0130-000-0447;MUEBLE LVM PICASSO LIFE ELEVADO 63X48 CARBONO/BAUDO;0447;MUEBLE;CARBONO/ BAUDO;;;;ELEVADO;PICASSO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE PICASSO ELEVADO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE LVM PICASSO LIFE ELEVADO 63X48 .ai;47,6;48;61,8;13,7;;18,7;18,9;24,3;30,1;;;;;Picasso Elevated Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0130-000-0466;MUEBLE LVM PICASSO LIFE ELEVADO 63X48 AMBAR;0466;MUEBLE;AMBAR;;;;ELEVADO;PICASSO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE PICASSO ELEVADO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE LVM PICASSO LIFE ELEVADO 63X48 .ai;47,6;48;61,8;13,7;;18,7;18,9;24,3;30,1;;;;;Picasso Elevated Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0130-000-0484;MUEBLE LVM PICASSO LIFE ELEVADO 63X48 SAGANO;0484;MUEBLE;SAGANO;;;;ELEVADO;PICASSO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE PICASSO ELEVADO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE LVM PICASSO LIFE ELEVADO 63X48 .ai;47,6;48;61,8;13,7;;18,7;18,9;24,3;30,1;;;;;Picasso Elevated Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0130-000-0493;MUEBLE LVM PICASSO LIFE ELEVADO 63X48 AUSTRAL;0493;MUEBLE;AUSTRAL;;;;ELEVADO;PICASSO;LIFE;LAVAMANOS;63X48;;;;;MUEBLE PICASSO ELEVADO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE LVM PICASSO LIFE ELEVADO 63X48 .ai;47,6;48;61,8;13,7;;18,7;18,9;24,3;30,1;;;;;Picasso Elevated Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0130-000-1304;MUEBLE LVM PICASSO LIFE ELEVADO 63X48  AMBAR/POLAR SOFT CARB2;1304;MUEBLE;AMBAR BALANCE POLAR SOFT;;;CARB2;ELEVADO;PICASSO;LIFE;LAVAMANOS;63X48;;;;;CARB2 MUEBLE PICASSO ELEVADO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE LVM PICASSO LIFE ELEVADO 63X48 .ai;47,6;48;61,8;13,7;;18,7;18,9;24,3;30,1;;;;;Picasso Elevated Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0130-18M-1304;MUEBLE LVM PICASSO LIFE ELEVADO 63X48 FRENTES 18MM AMBAR/POLAR SOFT CARB2;1304;MUEBLE;AMBAR BALANCE POLAR SOFT;;;CARB2;ELEVADO;PICASSO;LIFE;LAVAMANOS;63X48;FRENTES 18MM;;;;CARB2 MUEBLE PICASSO ELEVADO LIFE FRENTES 18MM PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE LVM PICASSO LIFE ELEVADO 63X48 .ai;47,6;48;61,8;13,7;;18,7;18,9;24,3;30,1;;;;;Picasso Elevated Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0130-DAC-0493;MUEBLE LVM PICASSO LIFE ELEVADO 63X48 D-ACQUA AUSTRAL;0493;MUEBLE;AUSTRAL;;D-ACQUA;;ELEVADO;PICASSO;LIFE;LAVAMANOS;63X48;D-ACQUA;;;;MUEBLE PICASSO ELEVADO LIFE D-ACQUA PARA LAVAMANOS 63X48 D-ACQUA;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE LVM PICASSO LIFE ELEVADO 63X48 .ai;47,6;48;61,8;13,7;;18,7;18,9;24,3;30,1;;;;;Picasso Elevated Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0130-MRH-0100;RH MUEBLE LVM PICASSO LIFE ELEVADO 63X48 BLANCO;0100;MUEBLE;BLANCO ;;;RH;ELEVADO;PICASSO;LIFE;LAVAMANOS;63X48;;;;;RH MUEBLE PICASSO ELEVADO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE LVM PICASSO LIFE ELEVADO 63X48 .ai;47,6;48;61,8;13,7;;18,7;18,9;24,3;30,1;;;;;RH Picasso Elevated Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0130-MRH-0437;RH MUEBLE LVM PICASSO LIFE ELEVADO 63X48 SODER/MALI;0437;MUEBLE;SODER/MALI;;;RH;ELEVADO;PICASSO;LIFE;LAVAMANOS;63X48;;;;;RH MUEBLE PICASSO ELEVADO LIFE PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE LVM PICASSO LIFE ELEVADO 63X48 .ai;47,6;48;61,8;13,7;;18,7;18,9;24,3;30,1;;;;;RH Picasso Elevated Life Cabinet For Washbasin 24.8?×18.9?
VBAN05-0131-000-0437;MUEBLE BASICO ELEVEADO 63X48 PUERTA SHAKER SODER/MALI;0437;MUEBLE;SODER/MALI;;;;ELEVADO;BASICO;;LAVAMANOS;63X48;PUERTA SHAKER;;;;MUEBLE BASICO ELEVADO PUERTA SHAKER PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE BASICO ELEVEADO 63X48 PUERTA SHAKER.ai;47,6;48;61,8;11,3;;18,7;18,9;24,3;24,9;;;;;Basic Elevated Cabinet Shaker Door For Washbasin 24.8?×18.9?
VBAN05-0131-000-0439;MUEBLE BASICO ELEVEADO 63X48 PUERTA SHAKER MITTE/TAMBO;0439;MUEBLE;MITTE/ TAMBO;;;;ELEVADO;BASICO;;LAVAMANOS;63X48;PUERTA SHAKER;;;;MUEBLE BASICO ELEVADO PUERTA SHAKER PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE BASICO ELEVEADO 63X48 PUERTA SHAKER.ai;47,6;48;61,8;11,3;;18,7;18,9;24,3;24,9;;;;;Basic Elevated Cabinet Shaker Door For Washbasin 24.8?×18.9?
VBAN05-0131-000-0442;MUEBLE BASICO ELEVEADO 63X48 PUERTA SHAKER GRACIAS/SIKUANI;0442;MUEBLE;GRACIA/ SIKUANI;;;;ELEVADO;BASICO;;LAVAMANOS;63X48;PUERTA SHAKER;;;;MUEBLE BASICO ELEVADO PUERTA SHAKER PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE BASICO ELEVEADO 63X48 PUERTA SHAKER.ai;47,6;48;61,8;11,3;;18,7;18,9;24,3;24,9;;;;;Basic Elevated Cabinet Shaker Door For Washbasin 24.8?×18.9?
VBAN05-0131-000-0493;MUEBLE BASICO ELEVEADO 63X48 PUERTA SHAKER AUSTRAL;0493;MUEBLE;AUSTRAL;;;;ELEVADO;BASICO;;LAVAMANOS;63X48;PUERTA SHAKER;;;;MUEBLE BASICO ELEVADO PUERTA SHAKER PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE BASICO ELEVEADO 63X48 PUERTA SHAKER.ai;47,6;48;61,8;11,3;;18,7;18,9;24,3;24,9;;;;;Basic Elevated Cabinet Shaker Door For Washbasin 24.8?×18.9?
VBAN05-0131-MRH-0100;RH MUEBLE BASICO ELEVEADO 63X48 PUERTA SHAKER BLANCO;0100;MUEBLE;BLANCO ;;;RH;ELEVADO;BASICO;;LAVAMANOS;63X48;PUERTA SHAKER;;;;RH MUEBLE BASICO ELEVADO PUERTA SHAKER PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE BASICO ELEVEADO 63X48 PUERTA SHAKER.ai;47,6;48;61,8;11,3;;18,7;18,9;24,3;24,9;;;;;RH Basic Elevated Cabinet Shaker Door For Washbasin 24.8?×18.9?
VBAN05-0132-000-0437;MUEBLE VEGA PISO 63X48 SODER/MALI;0437;MUEBLE;SODER/MALI;;;;PISO;VEGA;;LAVAMANOS;63X48;;;;;MUEBLE VEGA PISO PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VEGA PISO 63X48.ai;47,4;86;61,8;20,1;;18,7;33,9;24,3;44,2;;;;;Vega Floor Cabinet For Washbasin 24.8?×18.9?
VBAN05-0132-000-0439;MUEBLE VEGA PISO 63X48 MITTE/TAMBO;0439;MUEBLE;MITTE/ TAMBO;;;;PISO;VEGA;;LAVAMANOS;63X48;;;;;MUEBLE VEGA PISO PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VEGA PISO 63X48.ai;47,4;86;61,8;20,1;;18,7;33,9;24,3;44,2;;;;;Vega Floor Cabinet For Washbasin 24.8?×18.9?
VBAN05-0132-000-0442;MUEBLE VEGA PISO 63X48 GRACIA/SIKUANI;0442;MUEBLE;GRACIA/ SIKUANI;;;;PISO;VEGA;;LAVAMANOS;63X48;;;;;MUEBLE VEGA PISO PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VEGA PISO 63X48.ai;47,4;86;61,8;20,1;;18,7;33,9;24,3;44,2;;;;;Vega Floor Cabinet For Washbasin 24.8?×18.9?
VBAN05-0132-000-0493;MUEBLE VEGA PISO 63X48 AUSTRAL;0493;MUEBLE;AUSTRAL;;;;PISO;VEGA;;LAVAMANOS;63X48;;;;;MUEBLE VEGA PISO PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VEGA PISO 63X48.ai;47,4;86;61,8;20,1;;18,7;33,9;24,3;44,2;;;;;Vega Floor Cabinet For Washbasin 24.8?×18.9?
VBAN05-0132-MRH-0100;RH MUEBLE VEGA PISO 63X48 BLANCO;0100;MUEBLE;BLANCO ;;;RH;PISO;VEGA;;LAVAMANOS;63X48;;;;;RH MUEBLE VEGA PISO PARA LAVAMANOS 63X48;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VEGA PISO 63X48.ai;47,4;86;61,8;20,1;;18,7;33,9;24,3;44,2;;;;;RH Vega Floor Cabinet For Washbasin 24.8?×18.9?
VBAN05-0133-000-0437;MUEBLE VAN GOGH ELEVADO 63X38 SODER/MALI;0437;MUEBLE;SODER/MALI;;;;ELEVADO;VAN GOGH;;LAVAMANOS;63X38;;;;;MUEBLE VAN GOGH ELEVADO PARA LAVAMANOS 63X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VAN GOGH ELEVADO 63X38.ai;37,9;48;63;12,8;;14,9;18,9;24,8;28,2;;;;;Van Gogh Elevated Cabinet For Washbasin 24.8?×15.0?
VBAN05-0133-000-0439;MUEBLE VAN GOGH ELEVADO 63X38 MITTE/TAMBO;0439;MUEBLE;MITTE/ TAMBO;;;;ELEVADO;VAN GOGH;;LAVAMANOS;63X38;;;;;MUEBLE VAN GOGH ELEVADO PARA LAVAMANOS 63X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VAN GOGH ELEVADO 63X38.ai;37,9;48;63;12,8;;14,9;18,9;24,8;28,2;;;;;Van Gogh Elevated Cabinet For Washbasin 24.8?×15.0?
VBAN05-0133-000-0442;MUEBLE VAN GOGH ELEVADO 63X38 GRACIA/SIKUANI;0442;MUEBLE;GRACIA/ SIKUANI;;;;ELEVADO;VAN GOGH;;LAVAMANOS;63X38;;;;;MUEBLE VAN GOGH ELEVADO PARA LAVAMANOS 63X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VAN GOGH ELEVADO 63X38.ai;37,9;48;63;12,8;;14,9;18,9;24,8;28,2;;;;;Van Gogh Elevated Cabinet For Washbasin 24.8?×15.0?
VBAN05-0133-000-0493;MUEBLE VAN GOGH ELEVADO 63X38 AUSTRAL;0493;MUEBLE;AUSTRAL;;;;ELEVADO;VAN GOGH;;LAVAMANOS;63X38;;;;;MUEBLE VAN GOGH ELEVADO PARA LAVAMANOS 63X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VAN GOGH ELEVADO 63X38.ai;37,9;48;63;12,8;;14,9;18,9;24,8;28,2;;;;;Van Gogh Elevated Cabinet For Washbasin 24.8?×15.0?
VBAN05-0133-DAC-0442;MUEBLE VAN GOGH ELEVADO 63X38 D-ACQUA GRACIA/SIKUANI;0442;MUEBLE;GRACIA/ SIKUANI;;;;ELEVADO;VAN GOGH;;LAVAMANOS;63X38;;;;;MUEBLE VAN GOGH ELEVADO PARA LAVAMANOS 63X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VAN GOGH ELEVADO 63X38.ai;37,9;48;63;12,8;;14,9;18,9;24,8;28,2;;;;;Van Gogh Elevated Cabinet For Washbasin 24.8?×15.0?
VBAN05-0133-MRH-0100;RH MUEBLE VAN GOGH ELEVADO 63X38 BLANCO;0100;MUEBLE;BLANCO ;;;RH;ELEVADO;VAN GOGH;;LAVAMANOS;63X38;;;;;RH MUEBLE VAN GOGH ELEVADO PARA LAVAMANOS 63X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VAN GOGH ELEVADO 63X38.ai;37,9;48;63;12,8;;14,9;18,9;24,8;28,2;;;;;RH Van Gogh Elevated Cabinet For Washbasin 24.8?×15.0?
VBAN05-0133-MRH-0484;RH MUEBLE VAN GOGH ELEVADO 63X38 SAGANO;0484;MUEBLE;SAGANO;;;RH;ELEVADO;VAN GOGH;;LAVAMANOS;63X38;;;;;RH MUEBLE VAN GOGH ELEVADO PARA LAVAMANOS 63X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VAN GOGH ELEVADO 63X38.ai;37,9;48;63;12,8;;14,9;18,9;24,8;28,2;;;;;RH Van Gogh Elevated Cabinet For Washbasin 24.8?×15.0?
VBAN05-0133-MRH-0493;RH MUEBLE VAN GOGH ELEVADO 63X38 AUSTRAL;0493;MUEBLE;AUSTRAL;;;RH;ELEVADO;VAN GOGH;;LAVAMANOS;63X38;;;;;RH MUEBLE VAN GOGH ELEVADO PARA LAVAMANOS 63X38;;;;;;;C:\Users\aprendizdiseno\FIRPLAK SA\FIRPLAK - I+D - Documentos técnicos productos\Etiquetas\Etiquetas Muebles Data Merge\Isometricos Muebles Data Merge\ISOMETRICOS MUEBLES LVM\MUEBLE VAN GOGH ELEVADO 63X38.ai;37,9;48;63;12,8;;14,9;18,9;24,8;28,2;;;;;RH Van Gogh Elevated Cabinet For Washbasin 24.8?×15.0?
